"Reference","QNum","Answer","TargetDate","ActionPlan","version"
"AF224217   ","2","yes","","","2"
"AF224217   ","3","yes","","","2"
"AF224217   ","4","yes","","","2"
"AF224217   ","5","yes","","","2"
"AF224217   ","6","yes","","","2"
"AF224217   ","7","yes","","","2"
"AF224217   ","8","yes","","","2"
"AF224217   ","9","yes","","","2"
"AF224217   ","10","na","","","2"
"AF224217   ","11","yes","","","2"
"AF224217   ","12","yes","","","2"
"AF224217   ","13","yes","","","2"
"AF224217   ","14","yes","","","2"
"AF224217   ","15","yes","","","2"
"AF224217   ","16","yes","","","2"
"AF224217   ","17","yes","","","2"
"AF224217   ","18","yes","","","2"
"AF224217   ","19","yes","","","2"
"AF224217   ","20","yes","","","2"
"AF224217   ","21","yes","","","2"
"AF224217   ","22","no","2016-05-15","This will happen as the new website is operational","2"
"AF224217   ","23","yes","","","2"
"AF224217   ","24","yes","","","2"
"AF224217   ","25","yes","","","2"
"AF224217   ","26","yes","","","2"
"AF224217   ","27","yes","","","2"
"AF224217   ","28","yes","","","2"
"AF224217   ","29","yes","","","2"
"AF224217   ","30","yes","","","2"
"AF224217   ","31","yes","","","2"
"AF224217   ","32","yes","","","2"
"AF224217   ","33","na","","","2"
"AF225955   ","1","yes","","","2"
"AF225955   ","2","yes","","","2"
"AF225955   ","3","yes","","","2"
"AF225955   ","4","yes","","","2"
"AF225955   ","5","yes","","","2"
"AF225955   ","6","yes","","","2"
"AF225955   ","7","yes","","","2"
"AF225955   ","8","yes","","","2"
"AF225955   ","9","yes","","","2"
"AF225955   ","10","na","","","2"
"AF225955   ","11","yes","","","2"
"AF225955   ","12","yes","","","2"
"AF225955   ","13","yes","","","2"
"AF225955   ","14","yes","","","2"
"AF225955   ","15","yes","","","2"
"AF225955   ","16","yes","","","2"
"AF225955   ","17","yes","","","2"
"AF225955   ","18","yes","","","2"
"AF225955   ","19","yes","","","2"
"AF225955   ","20","yes","","","2"
"AF225955   ","21","yes","","","2"
"AF225955   ","22","no","2016-05-07","In progress","2"
"AF225955   ","23","yes","","","2"
"AF225955   ","24","yes","","","2"
"AF225955   ","25","yes","","","2"
"AF225955   ","26","yes","","","2"
"AF225955   ","27","yes","","","2"
"AF225955   ","28","yes","","","2"
"AF225955   ","29","yes","","","2"
"AF225955   ","30","yes","","","2"
"AF225955   ","31","yes","","","2"
"AF225955   ","32","yes","","","2"
"AF225955   ","33","na","","","2"
"AF226340   ","1","yes","","","2"
"AF226340   ","2","yes","","","2"
"AF226340   ","3","yes","","","2"
"AF226340   ","4","yes","","","2"
"AF226340   ","5","yes","","","2"
"AF226340   ","6","yes","","","2"
"AF226340   ","7","yes","","","2"
"AF226340   ","8","yes","","","2"
"AF226340   ","9","no","2016-05-31","Local Governing body meeting Monday 25 April.
Trustees meeting  16 May 2016
Return due submission by 31 May 2016","2"
"AF226340   ","10","na","","","2"
"AF226340   ","11","no","2016-05-05","Local Governing body meeting Monday 25 April to approve budget
 
","2"
"AF226340   ","12","yes","","","2"
"AF226340   ","13","yes","","","2"
"AF226340   ","14","yes","","","2"
"AF226340   ","15","yes","","","2"
"AF226340   ","16","yes","","","2"
"AF226340   ","17","yes","","","2"
"AF226340   ","18","yes","","","2"
"AF226340   ","19","yes","","","2"
"AF226340   ","20","yes","","","2"
"AF226340   ","21","yes","","","2"
"AF226340   ","22","yes","","","2"
"AF226340   ","23","yes","","","2"
"AF226340   ","24","yes","","","2"
"AF226340   ","25","yes","","","2"
"AF226340   ","26","yes","","","2"
"AF226340   ","27","yes","","","2"
"AF226340   ","28","yes","","","2"
"AF226340   ","29","yes","","","2"
"AF226340   ","30","yes","","","2"
"AF226340   ","31","yes","","","2"
"AF226340   ","32","yes","","","2"
"AF226340   ","33","na","","","2"
"AF232735   ","1","yes","","","2"
"AF232735   ","2","yes","","","2"
"AF232735   ","3","yes","","","2"
"AF232735   ","4","yes","","","2"
"AF232735   ","5","yes","","","2"
"AF232735   ","6","yes","","","2"
"AF232735   ","7","yes","","","2"
"AF232735   ","8","yes","","","2"
"AF232735   ","9","yes","","","2"
"AF232735   ","10","na","","","2"
"AF232735   ","11","yes","","","2"
"AF232735   ","12","yes","","","2"
"AF232735   ","13","yes","","","2"
"AF232735   ","14","yes","","","2"
"AF232735   ","15","yes","","","2"
"AF232735   ","16","yes","","","2"
"AF232735   ","17","yes","","","2"
"AF232735   ","18","yes","","","2"
"AF232735   ","19","yes","","","2"
"AF232735   ","20","yes","","","2"
"AF232735   ","21","yes","","","2"
"AF232735   ","22","yes","","","2"
"AF232735   ","23","yes","","","2"
"AF232735   ","24","yes","","","2"
"AF232735   ","25","yes","","","2"
"AF232735   ","26","yes","","","2"
"AF232735   ","27","yes","","","2"
"AF232735   ","28","yes","","","2"
"AF232735   ","29","yes","","","2"
"AF232735   ","30","yes","","","2"
"AF232735   ","31","yes","","","2"
"AF232735   ","32","yes","","","2"
"AF232735   ","33","na","","","2"
"AF232550   ","1","yes","","","2"
"AF232550   ","2","yes","","","2"
"AF232550   ","3","yes","","","2"
"AF232550   ","4","yes","","","2"
"AF232550   ","5","yes","","","2"
"AF232550   ","6","yes","","","2"
"AF232550   ","7","yes","","","2"
"AF232550   ","8","yes","","","2"
"AF232550   ","9","yes","","","2"
"AF232550   ","10","na","","","2"
"AF232550   ","11","yes","","","2"
"AF232550   ","12","yes","","","2"
"AF232550   ","13","yes","","","2"
"AF232550   ","14","yes","","","2"
"AF232550   ","15","yes","","","2"
"AF232550   ","16","yes","","","2"
"AF232550   ","17","yes","","","2"
"AF232550   ","18","yes","","","2"
"AF232550   ","19","yes","","","2"
"AF232550   ","20","yes","","","2"
"AF232550   ","21","yes","","","2"
"AF232550   ","22","yes","","","2"
"AF232550   ","23","yes","","","2"
"AF232550   ","24","yes","","","2"
"AF232550   ","25","yes","","","2"
"AF232550   ","26","yes","","","2"
"AF232550   ","27","yes","","","2"
"AF232550   ","28","yes","","","2"
"AF232550   ","29","yes","","","2"
"AF232550   ","30","yes","","","2"
"AF232550   ","31","yes","","","2"
"AF232550   ","32","yes","","","2"
"AF232550   ","33","na","","","2"
"AF232784   ","1","yes","","","2"
"AF232784   ","2","yes","","","2"
"AF232784   ","3","yes","","","2"
"AF232784   ","4","yes","","","2"
"AF232784   ","5","yes","","","2"
"AF232784   ","6","yes","","","2"
"AF232784   ","7","yes","","","2"
"AF232784   ","8","no","2016-06-08","A final scheme of delegation is under construction. A draft scheme has been presented to the board. The board currently follows an appropriately amended version of the previous scheme.","2"
"AF232784   ","9","yes","","","2"
"AF232784   ","10","na","","","2"
"AF232784   ","11","yes","","","2"
"AF232784   ","12","yes","","","2"
"AF232784   ","13","yes","","","2"
"AF232784   ","14","yes","","","2"
"AF232784   ","15","no","2016-05-31","The school is aware of the need for one and will have one available for approval by governors by the end of May 2016.","2"
"AF232784   ","16","yes","","","2"
"AF232784   ","17","yes","","","2"
"AF232784   ","18","yes","","","2"
"AF232784   ","19","yes","","","2"
"AF232784   ","20","yes","","","2"
"AF232784   ","21","yes","","","2"
"AF232784   ","22","yes","","","2"
"AF232784   ","23","yes","","","2"
"AF232784   ","24","no","2016-05-24","A draft policy is in place and waiting approval from the next board meeting on 24th May.","2"
"AF232784   ","25","yes","","","2"
"AF232784   ","26","yes","","","2"
"AF232784   ","27","yes","","","2"
"AF232784   ","28","yes","","","2"
"AF232784   ","29","yes","","","2"
"AF232784   ","30","yes","","","2"
"AF232784   ","31","yes","","","2"
"AF232784   ","32","yes","","","2"
"AF232784   ","33","na","","","2"
"AF232607   ","1","yes","","","2"
"AF232607   ","2","yes","","","2"
"AF232607   ","3","yes","","","2"
"AF232607   ","4","yes","","","2"
"AF232607   ","5","yes","","","2"
"AF232607   ","6","yes","","","2"
"AF232607   ","7","yes","","","2"
"AF232607   ","8","yes","","","2"
"AF232607   ","9","yes","","","2"
"AF232607   ","10","na","","","2"
"AF232607   ","11","yes","","","2"
"AF232607   ","12","yes","","","2"
"AF232607   ","13","yes","","","2"
"AF232607   ","14","yes","","","2"
"AF232607   ","15","yes","","","2"
"AF232607   ","16","yes","","","2"
"AF232607   ","17","yes","","","2"
"AF232607   ","18","yes","","","2"
"AF232607   ","19","yes","","","2"
"AF232607   ","20","yes","","","2"
"AF232607   ","21","yes","","","2"
"AF232607   ","22","yes","","","2"
"AF232607   ","23","yes","","","2"
"AF232607   ","24","yes","","","2"
"AF232607   ","25","yes","","","2"
"AF232607   ","26","yes","","","2"
"AF232607   ","27","yes","","","2"
"AF232607   ","28","yes","","","2"
"AF232607   ","29","yes","","","2"
"AF232607   ","30","yes","","","2"
"AF232607   ","31","yes","","","2"
"AF232607   ","32","yes","","","2"
"AF232607   ","33","na","","","2"
"AF242059   ","1","yes","","","2"
"AF242059   ","2","yes","","","2"
"AF242059   ","3","yes","","","2"
"AF242059   ","4","yes","","","2"
"AF242059   ","5","yes","","","2"
"AF242059   ","6","yes","","","2"
"AF242059   ","7","yes","","","2"
"AF242059   ","8","yes","","","2"
"AF242059   ","9","yes","","","2"
"AF242059   ","10","na","","","2"
"AF242059   ","11","yes","","","2"
"AF242059   ","12","yes","","","2"
"AF242059   ","13","yes","","","2"
"AF242059   ","14","yes","","","2"
"AF242059   ","15","yes","","","2"
"AF242059   ","16","yes","","","2"
"AF242059   ","17","yes","","","2"
"AF242059   ","18","yes","","","2"
"AF242059   ","19","yes","","","2"
"AF242059   ","20","yes","","","2"
"AF242059   ","21","yes","","","2"
"AF242059   ","22","yes","","","2"
"AF242059   ","23","yes","","","2"
"AF242059   ","24","yes","","","2"
"AF242059   ","25","yes","","","2"
"AF242059   ","26","yes","","","2"
"AF242059   ","27","yes","","","2"
"AF242059   ","28","yes","","","2"
"AF242059   ","29","yes","","","2"
"AF242059   ","30","yes","","","2"
"AF242059   ","31","yes","","","2"
"AF242059   ","32","yes","","","2"
"AF242059   ","33","na","","","2"
"AF242431   ","1","yes","","","2"
"AF242431   ","2","yes","","","2"
"AF242431   ","3","yes","","","2"
"AF242431   ","4","yes","","","2"
"AF242431   ","5","yes","","","2"
"AF242431   ","6","yes","","","2"
"AF242431   ","7","yes","","","2"
"AF242431   ","8","yes","","","2"
"AF242431   ","9","yes","","","2"
"AF242431   ","10","na","","","2"
"AF242431   ","11","no","2016-06-30","Contacted EFA and agreed one month extension. Delay due to delay in new finance system and close of LA accounts.","2"
"AF242431   ","12","yes","","","2"
"AF242431   ","13","yes","","","2"
"AF242431   ","14","yes","","","2"
"AF242431   ","15","yes","","","2"
"AF242431   ","16","yes","","","2"
"AF242431   ","17","yes","","","2"
"AF242431   ","18","yes","","","2"
"AF242431   ","19","yes","","","2"
"AF242431   ","20","yes","","","2"
"AF242431   ","21","yes","","","2"
"AF242431   ","22","yes","","","2"
"AF242431   ","23","yes","","","2"
"AF242431   ","24","yes","","","2"
"AF242431   ","25","yes","","","2"
"AF242431   ","26","yes","","","2"
"AF242431   ","27","yes","","","2"
"AF242431   ","28","yes","","","2"
"AF242431   ","29","yes","","","2"
"AF242431   ","30","yes","","","2"
"AF242431   ","31","yes","","","2"
"AF242431   ","32","yes","","","2"
"AF242431   ","33","na","","","2"
"AF235184   ","1","yes","","","2"
"AF235184   ","2","yes","","","2"
"AF235184   ","3","yes","","","2"
"AF235184   ","4","yes","","","2"
"AF235184   ","5","yes","","","2"
"AF235184   ","6","yes","","","2"
"AF235184   ","7","yes","","","2"
"AF235184   ","8","yes","","","2"
"AF235184   ","9","yes","","","2"
"AF235184   ","10","na","","","2"
"AF235184   ","11","yes","","","2"
"AF235184   ","12","yes","","","2"
"AF235184   ","13","yes","","","2"
"AF235184   ","14","yes","","","2"
"AF235184   ","15","yes","","","2"
"AF235184   ","16","yes","","","2"
"AF235184   ","17","yes","","","2"
"AF235184   ","18","yes","","","2"
"AF235184   ","19","yes","","","2"
"AF235184   ","20","yes","","","2"
"AF235184   ","21","yes","","","2"
"AF235184   ","22","yes","","","2"
"AF235184   ","23","yes","","","2"
"AF235184   ","24","yes","","","2"
"AF235184   ","25","yes","","","2"
"AF235184   ","26","yes","","","2"
"AF235184   ","27","yes","","","2"
"AF235184   ","28","yes","","","2"
"AF235184   ","29","yes","","","2"
"AF235184   ","30","yes","","","2"
"AF235184   ","31","yes","","","2"
"AF235184   ","32","yes","","","2"
"AF235184   ","33","na","","","2"
"AF241694   ","1","yes","","","2"
"AF241694   ","2","yes","","","2"
"AF241694   ","3","yes","","","2"
"AF241694   ","4","yes","","","2"
"AF241694   ","5","yes","","","2"
"AF241694   ","6","yes","","","2"
"AF241694   ","7","yes","","","2"
"AF241694   ","8","no","2016-09-30","The board have agreed a governance structure and a scheme of delegation is being written to reflect this and will be in place by September 2016.","2"
"AF241694   ","9","yes","","","2"
"AF241694   ","10","na","","","2"
"AF241694   ","11","yes","","","2"
"AF241694   ","12","no","2016-12-30","The Trust are aware of the consideration that have to be made but are not looking to invest at this moment.  An investment policy is to be drafted after more immediate policies are written.","2"
"AF241694   ","13","yes","","","2"
"AF241694   ","14","no","2016-10-30","An internal control framework is being created.  Examples have and are being reviewed and at present the old Local Authority one is being used in the transition.  Everyone is aware of the appropriate personnel and appropriate authorisation limits are in place. ","2"
"AF241694   ","15","no","2016-11-30","This has been discussed.  Each academy has its own business continuity plan and these are to be reviewed and an overarching plan to cover the MAT to be written.","2"
"AF241694   ","16","no","2016-12-22","The Senior Leadership Team (Executive Committee) for the MAT are creating a new risk register adapting and increasing their existing ones from the Local Authority , this will be discussed at the Directors board prior to approval.","2"
"AF241694   ","17","yes","","","2"
"AF241694   ","18","yes","","","2"
"AF241694   ","19","yes","","","2"
"AF241694   ","20","yes","","","2"
"AF241694   ","21","no","2016-07-31","Almost all trustees are members of a Local Governing Body and have completed the register of business interests previously.  This is being checked and completed again by all trustees.","2"
"AF241694   ","22","no","2016-09-10","Once the business and pecuniary interests have been checked they will be published on the website.","2"
"AF241694   ","23","yes","","","2"
"AF241694   ","24","no","2016-12-30"," Examples are being reviewed by the Chief Financial Officer and the Accounting Officer and a new one drafted for approval by the Trustees using the requirements in the Academies Financial Handbook as the basis for the document.  Where necessary the timetable for the document will be brought forward.","2"
"AF241694   ","25","yes","","","2"
"AF241694   ","26","yes","","","2"
"AF241694   ","27","no","2016-10-31","The Chief Financial Officer and Accounting Officer are reviewing examples and working within the Academies Financial Handbook.  One set will be created for the MAT.  Discussions will be held with the MAT's accountants and Finance Committee before approval by the MAT Trustees.","2"
"AF241694   ","28","yes","","","2"
"AF241694   ","29","yes","","","2"
"AF241694   ","30","no","2016-11-30","The Chief Financial Officer and Accounting Officer are reviewing examples and working within the Academies Financial Handbook.  The Chief Finance Officer currently provides internal checks and a process is being drafted for consideration by the Finance Committee before approval by the MAT Trustees.","2"
"AF241694   ","31","no","2016-12-22","This item was discussed at the Board of Trustees and will be reviewed and agreed by the Finance Committee.","2"
"AF241694   ","32","yes","","","2"
"AF241694   ","33","na","","","2"
"AF96372    ","1","yes","","","1"
"AF96372    ","2","yes","","","1"
